										X					
SPE8E515T1935	SPE8	8010015053701	56098167	12/26/14	216	KT	POLYURETHANE COATIN			T					
SPE8E515T2157	SPE8	8030015646393	56159775	12/26/14	5	TU	SEALING COMPOUND			T					
SPE8E515T2512	SPE8	8010004591756	56281940	12/26/14	112	KT	COATING KIT,RAIN ER			T					
SPE8E515T2518	SPE8	8030011291141	56251386	12/26/14	3	KT	SEALING COMPOUND			T					
SPE8E515T2527	SPE8	3460014405072	56251422	12/26/14	2	EA	WHEEL SET,ABRASIVE			T					
SPE8E515T2529	SPE8	8030010677587	56247658	12/26/14	1	KT	MOLDING COMPOUND			T					
SPE8E515T2530	SPE8	8040001050826	56251813	12/26/14	1	GL	HARDENER,ADHESIVE			T					
SPE8E515T2548	SPE8	8030011236659	56288635	12/26/14	13	KT	SEALING COMPOUND			T					
SPE8E515T2555	SPE8	8010015984110	54919920	12/26/14	44	KT	EPOXY COATING KIT			T					
SPE8E515T2558	SPE8	8010015983539	55058803	12/26/14	32	KT	EPOXY COATING KIT			T					
SPE8E515T2584	SPE8	8030015981435	56298097	12/26/14	13	BX	SEALING COMPOUND			T					
SPE8E515T2587	SPE8	8030015934741	56298411	12/26/14	41	DR	COATING COMPOUND,ME			T					
SPE8E515T2595	SPE8	8030008391142	56287140	12/26/14	3	LB	SEALING COMPOUND			T					
SPE8E515T2597	SPE8	8030010933607	56287023	12/26/14	363	EA	POLYURETHANE,FOAM K			T					
SPE8E515T2599	SPE8	8040015178887	56107360	12/26/14	24	CA	ADHESIVE			T					
SPE8E515T2600	SPE8	3455011030247	56287335	12/26/14	1	EA	FILE,ROTARY			T					
SPE8E515T2601	SPE8	8040016165092	56287382	12/26/14	3	KT	ADHESIVE			T					
SPE8E515T2603	SPE8	8040015886986	56287282	12/26/14	3	DR	HARDENER,ADHESIVE			T					
SPE8E515T2609	SPE8	5220014994810	56234071	12/26/14	45	EA	GAGE,HEADSPACE			T					
SPE8E515T2611	SPE8	5210014397280	56037101	12/26/14	20	EA	LEVEL,PLATE MOUNTED			T					
SPE8E515T2613	SPE8	8030000812326	56320374	12/26/14	209	BX	SEALING COMPOUND			T					
SPE8E515T2625	SPE8	3460015091794	56319346	12/26/14	43	BX	BRUSH,WIRE,ROTARY W			T					
SPE8E515T2626	SPE8	8030014384086	56319669	12/26/14	19	CN	CORROSION PREVENTIV			T					
SPE8E515T2628	SPE8	8040013421510	56320204	12/26/14	168	KT	ADHESIVE			T					
SPE8E515T2633	SPE8	3439015520319	56320265	12/26/14	274	EA	FILTER,SOLDER EXTRA			T					
SPE8E515T2644	SPE8	8010001655591	56301772	12/26/14	2	CN	THINNER,PAINT PRODU			T					
SPE8E515T2651	SPE8	8040010789273	56305932	12/26/14	6	BX	ADHESIVE			T					
SPE8E515T2653	SPE8	8040013888704	56306196	12/26/14	16	TU	ADHESIVE			T					
SPE8E515T2656	SPE8	8030001817225	56305937	12/26/14	16	LB	CAULKING COMPOUND			T					
SPE8E515T2658	SPE8	8040012176236	56306527	12/26/14	1	PT	PRIMER,ADHESIVE			T					
SPE8E515T2659	SPE8	8040012167508	56306200	12/26/14	48	TU	ADHESIVE			T					
SPE8E515T3077	SPE8	8030011565308	55963092	01/02/2015	3	KT	SEALING COMPOUND			T					
SPE8E515T3078	SPE8	8030011565308	55963102	01/02/2015	9	KT	SEALING COMPOUND			T					
SPE8E515T3079	SPE8	8030012685917	56187267	01/02/2015	362	BT	SEALING COMPOUND			T					
SPE8E515T3080	SPE8	8040001817784	56322777	01/02/2015	2	KT	ADHESIVE			T					
SPE8E515T3081	SPE8	8030015731129	56454725	01/02/2015	10	TU	SEALING COMPOUND			T					
SPE8E515T3082	SPE8	8040016244905	56070625	01/02/2015	3	TU	ADHESIVE			T					
SPE8E515T3083	SPE8	3439004520374	56477671	01/02/2015	5	SL	SOLDER,TIN ALLOY			T					
SPE8E515T3084	SPE8	3439013807127	56477672	01/02/2015	5	CO	WELDING POWDER,META			T					
SPE8E515T3085	SPE8	3439013806796	56477678	01/02/2015	5	CO	WELDING POWDER,META			T					
SPE8E515T3086	SPE8	3439013806796	56477679	01/02/2015	3	CO	WELDING POWDER,META			T					
SPE8E515T3087	SPE8	8030002412498	56442421	01/02/2015	1	KT	SEALING COMPOUND			T					
SPE8E515T3088	SPE8	3415002431459	56477617	01/02/2015	5	EA	GRINDING MACHINE,UT			T					
SPE8E515T3089	SPE8	8030013300730	56442422	01/02/2015	12	KT	SEALING COMPOUND			T					
SPE8E515T3090	SPE8	3439011378322	56477676	01/02/2015	21	CO	ROD,WELDING			T					
SPE8E515T3091	SPE8	3439014077011	56477609	01/02/2015	3	CO	WELDING POWDER,META			T					
SPE8E515T3092	SPE8	8010014864061	56442482	01/02/2015	4	KT	POLYURETHANE COATIN			T					
SPE8E515T3093	SPE8	8030001450310	56478884	01/02/2015	10	CA	SEALING COMPOUND			T					
SPE8E515T3094	SPE8	5220002374585	56478663	01/02/2015	1	EA	GAGE,CHECK			T					
SPE8E515T3095	SPE8	9350009650469	56477700	01/02/2015	180	EA	BRICK,REFRACTORY,SP			T					
SPE8E515T3096	SPE8	9350002294215	56478883	01/02/2015	5	EA	BRICK,INSULATING,HI			T					
SPE8E515T3097	SPE8	9350009650469	56478882	01/02/2015	180	EA	BRICK,REFRACTORY,SP			T					
SPE8E515T3098	SPE8	8030004012662	56478668	01/02/2015	12	KT	SEALING COMPOUND			T					
SPE8E515T3099	SPE8	8030004639955	56480391	01/02/2015	1	QT	CORROSION PREVENTIV			T					
SPE8E515T3100	SPE8	8040001818380	56444142	01/02/2015	5	TU	ADHESIVE			T					
SPE8E515T3101	SPE8	8030014600246	55441107	01/02/2015	200	BX	CORROSION RESISTANT			T					
SPE8E515T3102	SPE8	8030015242142	56383211	01/02/2015	40	BX	TAPE,ANTISEIZING			T					
SPE8E515T3103	SPE8	8030008376557	54508679	01/02/2015	732	PT	CORROSION PREVENTIV			T					
SPE8E715T0853	SPE8	6210015954602	56281687	12/26/14	200	EA	FIXTURE,LIGHTING			T					
SPE8E715T0855	SPE8	7690010387441	56251666	12/26/14	7	EA	MARKER,IDENTIFICATI			T					
SPE8E715T0856	SPE8	6210013716616	56270471	12/26/14	3	EA	LIGHT,INDICATOR			T					
SPE8E715T0857	SPE8	6210013716617	56270472	12/26/14	1	EA	LIGHT,INDICATOR			T					
SPE8E715T0861	SPE8	6220009507477	56287013	12/26/14	2	EA	LIGHT,RECOGNITION,A			T					
SPE8E715T0869	SPE8	6230016303888	56251712	12/26/14	1	EA	TRIPOD LIGHTS			T					
SPE8E715T0872	SPE8	7690014632800	55756164	12/26/14	8	EA	LABEL			T					
SPE8E715T0875	SPE8	6230016220311	56289380	12/26/14	200	EA	LIGHT,HEAD,GENERAL			T					
SPE8E715T0880	SPE8	6240013445132	56287064	12/26/14	4	EA	LAMP,INCANDESCENT			T					
SPE8E715T0885	SPE8	6220015527086	56320262	12/26/14	21	EA	LIGHT,DOME			T					
SPE8E715T0886	SPE8	6220992550727	56319224	12/26/14	71	EA	LIGHT,INDICATOR			T					
SPE8E715T0990	SPE8	6920014442887	56469159	01/02/2015	1	EA	TARGET,SILHOUETTE			T					
SPE8E715T0991	SPE8	6210006552710	56442531	01/02/2015	2	EA	LIGHT,INDICATOR			T					
SPE8E715T0992	SPE8	6230015882315	56442403	01/02/2015	19	EA	FLASHLIGHT			T					
SPE8E715T0993	SPE8	6220015584432	56438549	01/02/2015	200	EA	LIGHT,DOME			T					
SPE8E815T0725	SPE8	4540016112252	56270783	12/26/14	1	EA	GARBAGE DISPOSAL MA			T					
SPE8E815T0730	SPE8	4520015274928	56297816	12/26/14	7	EA	HEATING ELEMENT,ELE			T					
SPE8E815T0736	SPE8	9905008742884	56303328	12/26/14	10	EA	PLATE,INSTRUCTION			T					
SPE8E815T0737	SPE8	9905012258482	56306691	12/26/14	14	EA	PLATE,INSTRUCTION			T					
SPE8E815T0743	SPE8	4610015560777	56320245	12/26/14	226	EA	FILTER ELEMENT,WATE			T					
SPE8E815T0744	SPE8	4540015759405	56319936	12/26/14	26	EA	CUTTER,PLUG,PULPER			T					
SPE8E815T0839	SPE8	4520016302647	56442430	01/02/2015	1	EA	HEATING ELEMENT,ELE			T					
SPE8EB15Q0056	SPE8	4140006608699	56266282	12/29/14	27	EA	IMPELLER,FAN,AXIAL			Q					
SPE8EB15T0906	SPE8	4130014769264	56282014	12/26/14	16	EA	COOLING COIL,AIR,DU			T					
SPE8EB15T0909	SPE8	4130014725107	56251534	12/26/14	2	EA	INLET FILTER			T					
SPE8EB15T0912	SPE8	4140009303079	56282173	12/26/14	62	EA	FAN,TUBEAXIAL			T					
SPE8EB15T0918	SPE8	4130010975912	56319395	12/26/14	100	EA	FILTER ELEMENT,AIR			T					
SPE8EB15T0919	SPE8	4130011107547	56319367	12/26/14	139	EA	FILTER ELEMENT,AIR			T					
SPE8EB15T0933	SPE8	4140015256587	56287033	12/26/14	1	EA	FAN ASSEMBLY,CENTRI			T					
SPE8EB15T1006	SPE8	4140995332487	56442266	01/02/2015	1	EA	FAN,CENTRIFUGAL			T					
SPE8EB15U0010	SPE8	4140014782409	56319711	01/02/2015	59	EA	FAN,CIRCULATING			U					
SPE8ED15Q0159	SPE8	8030001805931	55959470	12/26/14	367	KT	SEALING COMPOUND			Q					
SPE8ED15T0218	SPE8	8125000755310	56251407	12/26/14	2	EA	BOTTLE,DROPPER			T					
SPE8ED15T0227	SPE8	5430011568276	56297942	12/26/14	222	EA	CAP,VENT,FUEL STORA			T					
SPE8ED15T0231	SPE8	8135012802882	56301696	12/26/14	2	EA	CUSHIONING MATERIAL			T					
SPE8ED15T0233	SPE8	5410012186940	56301904	12/26/14	2	EA	PANEL,BUILDING,PREF			T					
SPE8ED15T0276	SPE8	5420993003470	56459041	01/02/2015	8	EA	PARTS KIT,BASE FITT			T					
SPE8EE15Q0508	SPE8	1B7J8153792	55114211	12/29/14	1	EA	COMMERCIAL HARDWARE			Q					
SPE8EE15Q0509	SPE8	65904866100	55117270	12/29/14	1	EA	COMMERCIAL HARDWARE			Q					
SPE8EE15Q0510	SPE8	6590441300103	55117399	12/29/14	1	EA	COMMERCIAL HARDWARE			Q					
SPE8EE15Q0511	SPE8	65904866100	55117783	12/29/14	1	EA	COMMERCIAL HARDWARE			Q					
SPE8EE15Q0512	SPE8	6590441300103	55117784	12/29/14	1	EA	COMMERCIAL HARDWARE			Q					
SPE8EF15T0572	SPE8	1730012094661	56297974	12/26/14	116	EA	CHOCK,WHEEL-TRACK			T					
SPE8EF15T0585	SPE8	3920011130117	56324917	12/26/14	125	EA	TRUCK,HAND			T					
SPE8EF15T0679	SPE8	1730015570000	56458737	01/02/2015	33	EA	LOCK,AIRCRAFT GROUN			T					
SPE8EF15T0680	SPE8	1730001028441	56437742	01/02/2015	9	EA	JACK,HYDRAULIC,TRIP			T					
SPE8EF15T0681	SPE8	1730014974013	56268476	01/02/2015	7	EA	HOISTING UNIT,AIRCR			T					
SPE8EF15T0682	SPE8	3910004999955	56445992	01/02/2015	1	EA	ROLLER ASSEMBLY,CON			T					
SPE8EG15T0929	SPE8	9535013426426	56251548	12/26/14	1	SH	SHEET,METAL			T					
SPE8EG15T0943	SPE8	9515012541428	56319075	12/26/14	61	SH	SHEET,METAL			T					
SPE8EG15T1003	SPE8	9535014664197	56442465	01/02/2015	1	PM	PLATE,METAL			T					
SPE8EH15Q0154	SPE8	4240014642275	54793539	12/29/14	60	EA	MOUTHPIECE ASSEMBLY			Q					
SPE8EH15T0491	SPE8	4210012403100	56298048	12/26/14	21	EA	INSTALLATION TOOL,C			T					
SPE8EH15T0496	SPE8	4240009280870	56319710	12/26/14	23	EA	VALVE,PNEUMATIC,ESC			T					
SPE8EH15T0575	SPE8	4220015547002	56442463	01/02/2015	2	EA	RELEASE,LIFESAVING			T					
SPE8EH15T0576	SPE8	4210011041994	56459409	01/02/2015	3	EA	TUBE ASSEMBLY,FIRE			T					
SPE8EH15U0010	SPE8	4210015869214	56320169	01/02/2015	7	EA	EXTINGUISHER,FIRE			U					
SPE8EN15Q0070	SPE8	3990GM5024324	56272381	12/29/14	2	EA	TECHNICAL & INFORMA			Q					
SPE8EN15Q0073	SPE8	7025015744599	53609065	12/29/14	5	EA	DISK DRIVE UNIT			Q					
SPE8EN15Q0074	SPE8	7025015393901	55754290	12/29/14	148	EA	KEYBOARD,DATA ENTRY			Q					
SPE8EN15T0810	SPE8	7025015795890	56105775	12/26/14	1	EA	DISK DRIVE UNIT			T					
SPE8EN15T1025	SPE8	7010015590503	56269563	12/26/14	2	EA	COMPUTER SYSTEM,DIG			T					
SPE8EN15T1032	SPE8	7025015018330	56251592	12/26/14	1	EA	DISK DRIVE UNIT			T					
SPE8EN15T1036	SPE8	5805015923048	56270755	12/26/14	1	EA	TERMINAL,TELEPHONE			T					
SPE8EN15T1037	SPE8	7045015270358	56272188	12/26/14	27	EA	CARTRIDGE,TONER			T					
SPE8EN15T1038	SPE8	7025016299923	56108053	12/26/14	19	EA	DISK DRIVE UNIT			T					
SPE8EN15T1043	SPE8	7025014993597	56277807	12/26/14	1	KT	ACCESSORY KIT,PRINT			T					
SPE8EN15T1050	SPE8	7045015270358	56297491	12/26/14	6	EA	CARTRIDGE,TONER			T					
SPE8EN15T1126	SPE8	7045014546797	56441830	01/02/2015	2	EA	CARTRIDGE,TONER			T					
SPE8ES15Q0063	SPE8	9320012477735	56336580	01/13/15	2500	PG	TAPE,ADHESIVE,RUBBE			Q					
SPE8ES15T0292	SPE8	9390016066490	56287017	12/26/14	59	EA	NONMETALLIC SPECIAL			T					
SPE8ES15T0293	SPE8	9330015648696	56270643	12/26/14	1	EA	PLASTIC STRIP,PRESS			T					
SPE8ES15T0312	SPE8	9390000684038	54123864	12/26/14	113	EA	NONMETALLIC CHANNEL			T					
SPE8ES15T0313	SPE8	9390000684038	54506113	12/26/14	333	EA	NONMETALLIC CHANNEL			T					
SPE8ES15T0359	SPE8	9330012811228	56476937	01/02/2015	20	SH	PLASTIC SHEET,PRESS			T					
SPE8ES15T0360	SPE8	9330013826851	56442675	01/02/2015	1	PG	PLASTIC SHEET,TRACI			T					
SPE8ES15T0361	SPE8	9320011869781	56442426	01/02/2015	1	EA	PAD,RUBBER			T					
SPE8ES15T0362	SPE8	9390002769456	55928506	01/02/2015	348	LG	NONMETALLIC ROD			T					
SPEFA115Q0800	SPEF	1680LLCRKH855	56325966	01/02/2015	3	EA	CABLE			Q					
SPEFA115Q0802	SPEF	1560LLMC40907	56302616	01/02/2015	2	EA	74R330036-2003  FIL			Q					
SPEFA115Q0818	SPEF	1680LN0008259	56378069	12/26/14	1	EA	BOLT			Q					
SPEFA115Q0819	SPEF	3120LLND07747	56459301	12/26/14	9	EA	BUSHING			Q					
SPEFA115Q0820	SPEF	7125LLMMF1204	55454367	12/29/14	7	EA	WT3019SP*LINX TOP 1			Q					
SPEFA115Q0821	SPEF	4710LLNCB1449	55452616	12/31/14	3	EA	TUBE ASSY			Q					
SPEFA115Q0822	SPEF	1680LLCR19958	55455532	12/31/14	3	EA	FITTING			Q					
SPEFA115Q0823	SPEF	1560LLCR21235	55455533	12/31/14	3	EA	ZEE			Q					
SPEFA115Q0826	SPEF	1560LLMC29515	56302035	01/02/2015	1	EA	SPLICE (2RFQ0543)			Q					
SPEFA115Q0827	SPEF	1680LLMC28511	56302036	01/02/2015	2	EA	74A332534-2018 WEB			Q					
SPEFA115Q0828	SPEF	1680LLCRKH865	56323809	01/02/2015	2	EA	CABLE			Q					
SPEFA115Q0829	SPEF	1560LLCR41676	56302590	12/26/14	2	EA	SUPPORT, FLOOR VENT			Q					
SPEFA115Q0830	SPEF	1560LLMC29112	56302613	12/29/14	2	EA	STRINGER			Q					
SPEFA115Q0831	SPEF	5930LN0010908	56386943	12/29/14	2	EA	DECADE SWITCH ASSEM			Q					
SPEFA115Q0832	SPEF	7110LN0015151	56479776	12/29/14	6	EA	DESK			Q					
SPEFA315Q1372	SPEF	5340015904257	56176935	12/29/14	1	EA	74A582074-2003  BRA			Q					
SPEFA315Q1373	SPEF	4710014465426	56176937	12/29/14	1	EA	TUBE ASSEMBLY,METAL			Q					
SPEFA315Q1374	SPEF	4710015116644	56202898	12/29/14	2	EA	TUBE ASSEMBLY,METAL			Q					
SPEFA315Q1375	SPEF	1680LN0014406	56223360	12/29/14	2	EA	74A800773-2037   SP			Q					
SPEFA315Q1376	SPEF	4710LLCR49340	56235839	12/29/14	1	EA	TUBE ASSY, METAL AI			Q					
SPEFA315Q1377	SPEF	5640LLQJ12096	55443733	12/31/14	131	LG	"5556K34 1"" INSULATI"			Q					
SPEFA315Q1378	SPEF	5330LLQJ08607	55443739	12/31/14	250	EA	034170 SEAL, HP			Q					
SPEFA315Q1379	SPEF	4730LLQJ11742	55444631	12/31/14	44	EA	48759484 2CA STEM,			Q					
SPEFA315Q1380	SPEF	5340LLQJ11945	55444632	12/31/14	10	EA	90SF-14801-R CASTER			Q					
SPEFA315Q1382	SPEF	5310007195352	55668746	12/30/14	4	EA	NUT,SELF-LOCKING,PL			Q					
SPEFA315Q1383	SPEF	1560LLQJ99712	56371906	12/30/14	2	EA	2691045 PLA COVER,			Q					
SPEFA315Q1384	SPEF	5310LLQJ67396	55669546	12/30/14	6	EA	801449-1  GLAND NUT			Q					
SPEFA315Q1385	SPEF	5340LN0014972	56270287	12/30/14	8	PG	CAP SCREW, SOCKET H			Q					
SPEFA515Q1354	SPEF	5133LLNCPF117	56098060	01/05/2015	180	EA	3/16 SPIRAL FLUTE D			Q					
SPEFA515Q1363	SPEF	5365LN0006863	56201553	12/30/14	21	EA	(M) SHIM 22753-2			Q					
SPEFA515Q1364	SPEF	1615LLNC12264	56201067	12/25/14	22	EA	SS9065-280 / NAMEPL			Q					
SPEFA515Q1365	SPEF	1560LLNC16904	55928414	12/26/14	3	EA	TUBE ASSY / 65664-1			Q					
SPEFA515Q1366	SPEF	5935LLNCC3456	56290237	01/12/2015	1	EA	CONNECTOR  CECBNC-M			Q					
SPEFA515Q1367	SPEF	4710LLNC15164	55928420	12/26/14	2	EA	75A691059-1003*TUBE			Q					
SPEFA515Q1368	SPEF	1560LLNC14641	56201066	12/25/14	36	EA	(M)SPACER  S6130-62			Q					
SPEFA515Q1369	SPEF	5520LN0012938	56421038	01/12/2015	1	EA	CONNECTOR PLUG			Q					
SPEFA515Q1370	SPEF	5930LN0012728	56335705	01/12/2015	1	EA	PUSH BUTTON INDICAT			Q					
SPEFA515Q1371	SPEF	5930LN0013644	56325886	01/12/2015	1	EA	SWITCH ASSY			Q					
SPEFA515Q1372	SPEF	1560LLNC08579	56387469	12/30/14	2	EA	(M) BRACKET    75A3			Q					
SPEFA515Q1373	SPEF	5970LLNCC2489	56429431	01/12/2015	1	EA	SLEEVING  HC390WEIN			Q					
SPEFA515Q1375	SPEF	1560LLNC18319	55928654	12/26/14	12	EA	"NYLON ROLLER; A02S7"			Q					
SPEFA515Q1376	SPEF	1560LLNCB1620	56428003	12/30/14	2	EA	FRAME  209-034-107-			Q					
SPEFA515Q1377	SPEF	1560LLNC18764	56200434	12/25/14	2	EA	(M)TUBE ASSY   6531			Q					
SPEFA515Q1378	SPEF	9530LN0015026	56326158	01/12/2015	12	IN	ROUND BAR 1 1/2 DIA			Q					
SPEFA515Q1379	SPEF	1560LLNC16883	55928412	12/29/14	3	EA	(M) MEMBER    75A42			Q					
SPEFA515Q1380	SPEF	9535LN0014504	56308332	01/12/2015	36	IN	ALUM SH .750X48X96			Q					
SPEFA515Q1382	SPEF	9905LLNCB3099	56433826	01/12/2015	1	EA	IUID DATA PLATE   1			Q					
SPEFA515Q1383	SPEF	1560LLNC15283	55928855	12/30/14	3	EA	(M) CAP 107S7304-16			Q					
SPEFA515Q1385	SPEF	1560LLNCB1016	55928674	12/22/14	8	EA	HEAT SHIELD,EXHAUST			Q					
SPEFA515Q1386	SPEF	1560LLNC15627	55928859	12/30/14	2	EA	(M) ANGLE   65316-1			Q					
SPEFA515Q1387	SPEF	9905LLNC17250	56200233	12/25/14	3	EA	SS9013-1388 / DECAL			Q					
SPEFA515Q1388	SPEF	9905LLNCB1963	56152813	12/25/14	7	EA	PLATE, IDENTIFICATI			Q					
SPEFA515Q1389	SPEF	2915LLNCC3766	55553703	12/24/14	50	EA	COVER, SHIPPING  SU			Q					
SPEFA515Q1390	SPEF	1560LLNC08465	55942593	12/30/14	2	EA	(M) CHANNEL    75A3			Q					
SPEFA515Q1391	SPEF	5995LLNC15502	56137948	12/25/14	2	EA	(M)  CABLE ASSEMBLY			Q					
SPEFA515Q1392	SPEF	8040LLNC19218	55928960	12/24/14	109	RO	FLASHBREAKER TAPE #			Q					
SPEFA515Q1393	SPEF	5345LLNCC0683	55926871	12/24/14	15	BX	DISC,SANDING 360L,			Q					
SPEFA515Q1394	SPEF	5365LLNCB4834	56200669	12/25/14	25	EA	(M) BUSHING    6550			Q					
SPEFA515Q1395	SPEF	1560LLNCB2664	55997305	12/29/14	5	EA	(M) FORMER   75A427			Q					
SPEFA515Q1396	SPEF	1560LLNCB9801	56200668	12/29/14	7	EA	ANGLE/BRACKET   901			Q					
SPEFA515Q1398	SPEF	1560LLNCB2173	56298477	12/29/14	2	EA	SUPPORT 209-032-123			Q					
SPEFA515Q1399	SPEF	1560LN0012495	55887723	12/27/14	1	EA	TUBE ASSY. 65317-08			Q					
SPEFA515T0016	SPEF	1680015451356	56442129	12/30/14	7	EA	CLAMP(1),RECTANGULA			T					
SPEHA615T0013	SPEH	1650010142398	56236445	12/30/14	2	EA	CAP,LINEAR ACTUATIN			T					
SPEWA615T0008	SPEW	5961005480958	56442788	01/02/2015	1	EA	RECTIFIER,SEMICONDU			T					
															
									Real		Prueba			DIFERENCIA	
									ANTES	DESPUES	ANTES	DESPUES		DESPUES	
								G4	580	570	580	580		10	
								G5	488	470	488	488		18	
								G7	690	394	690	640		246	
								G8	145	78	145	142		64	
								FA	63	5	63	63		58	
